CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;93;119;138;1940;306
01:00;81;106;72;1460;192
02:00;59;75;55;1210;145
03:00;53;70;55;1110;139
04:00;;78;;;
05:00;49;61;46;910;121
06:00;71;72;196;1530;372
07:00;88;117;317;1920;574
08:00;83;129;272;2250;500
09:00;85;117;172;1500;350
10:00;89;103;156;1250;329
11:00;91;88;127;1140;288
12:00;75;70;93;1020;219
13:00;66;52;61;840;162
14:00;68;51;54;750;152
15:00;80;70;63;970;179
16:00;82;39;54;910;167
17:00;71;48;64;1060;171
18:00;77;42;58;1110;168
19:00;108;68;96;1220;256
20:00;144;60;167;2080;401
21:00;136;90;238;2550;502
22:00;128;104;245;2370;503
23:00;115;123;268;2970;526
