CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;63;68;1700;167
01:00;32;16;490;55
02:00;30;13;440;48
03:00;35;18;470;63
04:00;23;12;410;41
05:00;30;19;400;59
06:00;41;32;480;88
07:00;61;69;750;166
08:00;82;121;1000;268
09:00;90;128;1150;285
10:00;97;144;1090;317
11:00;90;124;1070;279
12:00;74;87;980;207
13:00;80;87;920;213
14:00;81;89;940;217
15:00;90;106;1130;251
16:00;82;96;1200;227
17:00;97;119;1420;279
18:00;99;120;1420;283
19:00;111;168;1880;368
20:00;102;176;2000;370
21:00;96;164;2140;347
22:00;84;133;1930;287
23:00;81;141;1910;296
