CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;71;77;42;72;880;181
01:00;65;77;43;58;760;153
02:00;49;53;30;34;540;99
03:00;46;52;28;39;390;104
04:00;41;53;31;46;390;109
05:00;40;69;39;59;430;129
06:00;45;61;33;108;540;209
07:00;57;60;33;178;930;329
08:00;71;74;39;242;1580;440
09:00;83;82;44;196;1080;384
10:00;91;83;45;169;1160;349
11:00;96;61;32;105;810;257
12:00;91;43;22;76;740;206
13:00;80;31;13;62;500;173
14:00;86;21;9;64;520;181
15:00;100;22;11;75;650;214
16:00;102;29;12;79;580;222
17:00;101;31;12;77;680;219
18:00;121;30;13;94;890;264
19:00;152;42;17;186;1250;436
20:00;134;47;22;134;1220;338
21:00;120;59;30;151;1350;351
22:00;100;62;32;108;1150;264
23:00;87;73;38;103;1080;242
