CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;28;60;30;75
01:00;44;69;37;101
02:00;41;50;29;86
03:00;36;33;20;66
04:00;37;31;23;74
05:00;30;33;18;58
06:00;29;28;22;64
07:00;39;17;34;92
08:00;49;21;54;133
09:00;57;29;83;185
10:00;46;28;46;117
11:00;49;30;54;132
12:00;66;36;116;245
13:00;78;55;204;392
14:00;88;73;249;470
15:00;110;107;426;764
16:00;98;149;363;654
17:00;86;188;275;507
18:00;81;215;244;454
19:00;74;204;242;444
20:00;54;195;107;218
21:00;49;167;86;181
22:00;35;124;53;117
23:00;36;83;45;106
