CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;56.9564;173.896;137.752;71.2536;1456.79;1442.66;165.8
01:00;59.6016;270.194;137.52;140.365;1768.45;1215.55;274.1
02:00;55.6524;146.919;69.2407;82.965;1090.6;1268.41;182.4
03:00;34.0397;141.782;34.9222;15.5106;514.39;1250.7;57.7
04:00;34.1821;120.571;27.2839;15.9817;386.862;1157.66;58.6
05:00;60.8754;149.884;39;62.6136;469.28;1048.93;156.5
06:00;81.7499;183.474;41.6898;172.19;784.79;949.148;344.9
07:00;88.5304;124.586;30.8597;150.386;875.67;883.539;318.3
08:00;62.1996;15.1941;10.3585;67.9494;586.52;809.57;166
09:00;70.4813;17.508;13.7746;78.6223;681.11;673.653;190.6
10:00;76.2304;31.1705;26.0125;109.7;773.1;633.965;243.9
11:00;70.6524;33.6888;26.808;92.9046;730.15;660.935;212.6
12:00;84.7624;37.2994;30.6271;118.971;859.98;720.075;266.6
13:00;53.514;35.2384;30.4981;58.7482;595.28;735.825;143.3
14:00;40.5242;38.2939;20.2189;38.729;409.08;688.861;99.7
15:00;46.0475;38.9432;18.7385;42.0166;468.38;637.95;110.2
16:00;43.9756;30.4872;15.8905;43.4798;442.48;619.945;110.4
17:00;60.2436;41.234;17.6418;63.242;549.98;603.554;156.9
18:00;92.3671;101.981;39.6647;176.447;1148.04;650.421;362
19:00;107.108;117.731;59.6845;215.493;1588.44;757.707;436.4
20:00;107.606;144;77.4077;263.27;1875.21;884.611;509.9
21:00;93.2699;146.5;97.3241;200.049;1691.85;1021.68;398.9
22:00;82.6857;160.726;115.972;182.93;1815.01;1197.42;362.2
23:00;64.3507;161.725;123.049;97.2868;1415.95;1315.87;213
