CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;31;45;19;60
01:00;26;44;19;57
02:00;70;69;92;211
03:00;64;62;71;173
04:00;52;72;64;150
05:00;60;63;78;180
06:00;55;55;113;228
07:00;68;63;145;289
08:00;74;77;178;347
09:00;71;79;127;265
10:00;70;64;100;223
11:00;63;65;59;153
12:00;68;43;50;144
13:00;79;24;55;163
14:00;74;30;56;160
15:00;73;19;54;155
16:00;59;37;39;118
17:00;52;27;45;120
18:00;52;55;46;122
19:00;44;44;36;100
20:00;52;43;41;115
21:00;58;33;50;134
22:00;50;46;47;122
23:00;47;43;36;103
