CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;9.59144;57.5101;107.366;81.4026;155.826;1682.18;2013.66;296.578
00:00;10.1008;56.3113;119.531;90.5886;187.716;2035.08;2000.22;344.285
01:00;9.72772;47.8835;117.172;99.0639;134.296;1900.71;1988.14;253.742
02:00;8.73892;44.4687;100.381;85.2557;83.9266;1468.08;1867.55;173.192
03:00;7.90147;39.1219;92.2374;78.5984;48.7975;1221.34;1775.56;113.989
04:00;7.99082;36.8375;98.9262;83.4584;44.051;1263.27;1660.74;104.405
05:00;6.97245;37.0819;89.6565;75.9209;59.555;1162.15;1573.72;128.379
06:00;6.39739;40.9775;74.5388;63.4451;78.2621;1112.72;1480.69;161.101
07:00;6.17958;40.7315;84.0262;70.5766;80.26;1192.49;1419.48;163.847
08:00;5.76333;52.2472;100.861;66.7311;150.816;1261.69;1322.81;283.655
09:00;5.72944;50.4384;115.693;75.4579;125.151;1288.63;1246.3;242.486
10:00;5.12036;65.5606;114.464;70.4763;186.953;1365.81;1233.51;352.355
11:00;5.42268;78.3166;99.0027;62.9544;236.039;1539.24;1273.25;440.341
12:00;5.37277;66.0442;81.439;62.3133;181.446;1351.46;1284.27;344.677
13:00;5.62787;65.2126;84.8912;64.0067;207.808;1557.4;1333.68;384.065
14:00;6.35714;64.2189;91.2537;68.418;150.669;1623.08;1397.48;295.365
15:00;7.02445;59.4789;88.2317;67.9379;155.191;1611.12;1449.8;297.508
16:00;6.98472;70.3033;94.1625;70.986;235.399;1889.87;1528.33;431.217
17:00;7.19426;51.7493;98.1108;75.4231;138.474;1427.33;1545.66;264.27
18:00;7.30583;64.7997;94.7196;75.829;187.863;1804.74;1600.53;353.082
22:00;8.53703;49.6259;117.429;77.3254;116.262;1416.71;1585.21;227.982
23:00;8.4061;36.0415;161.867;93.1797;66.5656;1276.95;1618.61;138.149
00:00;8.53431;34.7114;153.108;88.3977;45.9045;1121.7;1628.81;105.13
