CZAS;Dwutlenek azotu;Tlenek azotu;Tlenki azotu
00:00;46;94;189
01:00;40;52;119
02:00;24;12;43
03:00;23;14;44
04:00;21;13;41
05:00;23;14;44
06:00;26;17;52
07:00;32;31;78
08:00;33;40;94
09:00;42;67;143
10:00;44;60;136
11:00;48;63;143
12:00;54;55;138
13:00;59;59;148
14:00;49;50;125
15:00;59;54;141
16:00;55;49;128
17:00;74;68;177
18:00;75;81;199
19:00;112;267;519
20:00;90;203;399
21:00;84;221;422
22:00;67;171;328
23:00;55;122;241
