CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;17;34;10;33
01:00;17;52;11;33
02:00;16;34;10;29
03:00;11;21;7;21
04:00;12;22;6;19
05:00;14;25;9;26
06:00;20;18;15;42
07:00;28;15;24;64
08:00;33;21;35;85
09:00;31;30;33;80
10:00;37;37;45;104
11:00;31;47;38;89
12:00;45;60;56;129
13:00;47;61;56;132
14:00;46;55;55;129
15:00;32;57;33;81
16:00;36;49;32;84
17:00;49;39;52;127
18:00;57;44;65;155
19:00;33;56;35;85
20:00;24;56;21;55
21:00;27;42;22;60
22:00;20;33;19;48
23:00;17;33;15;39
