CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;40;162;128;235
01:00;34;125;48;108
02:00;27;84;26;68
03:00;25;69;24;62
04:00;25;57;23;60
05:00;33;43;35;87
06:00;56;45;130;253
07:00;58;57;213;384
08:00;67;70;269;478
09:00;86;90;276;508
10:00;100;90;269;511
11:00;82;82;229;432
12:00;80;83;182;357
13:00;79;134;157;319
14:00;91;143;243;462
15:00;80;179;179;354
16:00;92;124;238;456
17:00;84;134;192;379
18:00;79;103;178;351
19:00;90;112;247;468
20:00;82;160;238;447
21:00;68;162;237;432
22:00;60;178;196;360
23:00;48;172;173;312
