CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;34;72;58;61;880;127
01:00;22;63;51;11;580;39
02:00;20;66;54;7;560;30
03:00;19;68;54;5;560;27
04:00;16;62;49;6;510;24
05:00;21;58;47;14;530;43
06:00;38;60;48;53;720;118
07:00;51;57;46;125;1020;242
08:00;57;56;44;162;1090;304
09:00;63;59;46;141;1000;280
10:00;59;64;46;181;1010;334
11:00;51;72;49;136;930;257
12:00;57;85;54;139;920;269
13:00;62;83;54;137;1030;271
14:00;69;76;51;149;990;297
15:00;62;75;57;137;1120;272
16:00;66;80;60;198;1410;367
17:00;67;72;57;170;1260;327
18:00;72;78;63;216;1400;403
19:00;68;83;67;254;1550;455
20:00;69;93;74;262;1580;469
21:00;60;87;70;183;1410;339
22:00;56;98;77;149;1300;283
23:00;42;76;61;85;980;171
