CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;40;48;38;590;97
01:00;34;59;40;640;93
02:00;30;51;39;1020;88
03:00;25;55;23;1220;60
04:00;26;46;24;690;61
05:00;26;55;26;910;66
06:00;34;54;51;650;112
07:00;35;66;63;1050;131
08:00;45;66;97;950;192
09:00;48;63;89;830;183
10:00;56;80;90;700;192
11:00;48;60;66;630;147
12:00;55;51;70;800;160
13:00;67;62;117;1280;245
14:00;74;69;140;1360;287
15:00;71;60;130;1300;269
16:00;;54;;;
17:00;72;62;109;1510;238
18:00;79;49;134;1700;282
19:00;61;90;75;1000;174
20:00;73;67;123;1360;261
21:00;60;88;76;910;175
22:00;52;66;56;970;138
23:00;45;62;50;710;121
