CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;44;93;31;840;91
01:00;36;61;25;760;74
02:00;44;55;24;750;81
03:00;44;44;35;760;97
04:00;38;52;33;750;89
05:00;34;57;42;760;98
06:00;40;115;70;900;147
07:00;41;94;96;1080;187
08:00;52;75;115;1180;227
09:00;53;45;75;1030;167
10:00;59;34;69;1030;164
11:00;60;15;47;910;131
12:00;56;7;37;760;113
13:00;61;5;41;800;125
14:00;62;10;38;780;120
15:00;61;13;39;780;119
16:00;61;26;38;800;119
17:00;68;28;48;920;140
18:00;66;26;41;760;128
19:00;78;36;54;900;160
20:00;88;39;72;1180;198
21:00;77;62;57;1200;164
22:00;63;108;54;1000;145
23:00;57;133;43;980;124
