CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;39.0518;62.9254;43.6193;41.9678;520.61;719.156;103.512
01:00;23.8928;49.933;33.8166;26.3896;567.35;773.879;64.3767
02:00;24.2228;53.6001;35.8753;28.4181;582.07;756.391;67.8169
03:00;22.3507;54.2013;37.3017;20.1283;527.46;724.283;53.26
04:00;23.6394;53.9413;36.6934;29.2092;554.99;644.988;68.4503
05:00;33.6661;63.3934;40.4117;114.014;752.48;627.303;208.6
06:00;35.6913;69.1762;42.101;164.329;974.01;658.664;287.867
07:00;58.7015;65.8873;40.3051;250.54;1602.02;769.215;443.037
08:00;84.4861;68.2879;38.9398;331.718;2093.5;956.735;593.35
09:00;62.7703;47.8292;27.013;169.752;987.41;1009.24;323.123
10:00;42.1933;40.8655;23.4179;78.6396;582.13;1009.25;162.895
11:00;36.2949;42.913;26.4172;64.7834;639.31;1023.23;135.583
12:00;27.8836;38.6544;25.0601;49.6535;484.44;1014.41;103.952
13:00;38.8328;49.2592;32.338;59.3988;465.63;978.556;129.87
14:00;40.8319;45.2465;27.8924;63.6531;449.73;913.021;138.426
15:00;50.838;49.3773;29.0495;92.3452;612.7;789.356;192.51
16:00;60.9227;54.5372;34.0811;118.704;835.58;632.116;243.068
17:00;55.7422;62.7467;38.8232;113.581;795.82;608.168;230.192
18:00;66.6606;61.919;40.2085;122.276;1059.17;667.798;254.445
19:00;56.6147;58.0591;36.7091;97.0526;747.53;681.325;205.499
20:00;54.4286;66.0118;42.6159;85.5418;696.76;707.865;185.596
21:00;47.9621;64.7183;42.6613;61.7514;666.96;733.031;142.708
22:00;36.626;65.9317;45.3953;47.9544;590.43;750.619;110.249
23:00;44.2232;65.208;43.3771;58.8882;675.97;758.528;134.628
