CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;49;90;42;112
01:00;47;62;41;109
02:00;47;80;52;125
03:00;39;59;37;95
04:00;33;53;32;82
05:00;43;39;69;146
06:00;45;49;120;226
07:00;54;66;224;394
08:00;54;76;208;370
09:00;70;92;204;380
10:00;86;114;148;310
11:00;103;107;141;316
12:00;115;103;145;334
13:00;119;135;120;300
14:00;118;96;118;297
15:00;100;79;87;231
16:00;98;62;83;223
17:00;94;54;67;195
18:00;95;64;89;228
19:00;98;53;81;219
20:00;115;58;129;310
21:00;106;63;121;290
22:00;94;70;98;243
23:00;73;80;67;172
