CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;1.33058;41.188;32.9232;18.402;33.5731;424.75;597.016;92.6035
01:00;0.996031;24.2345;32.1107;18.0818;8.39647;319.267;560.473;37.1271
02:00;;30.4093;40.4583;25.5545;16.618;378.69;686.094;55.8
03:00;;27.3984;27.4242;15.37;10.8305;258.639;600.69;43.9
04:00;;30.2865;26.7674;13.9054;9.98223;285.298;526.92;45.6
05:00;;40.1852;29.2848;16.7648;21.0334;284.89;448.21;72.3
06:00;;50.1408;30.4659;18.3303;75.2305;452.91;412.913;165
07:00;;65.4597;45.4783;25.0137;187.519;915.32;446.943;352
08:00;;61.6879;50.2421;26.4042;90.0157;646.62;461.492;199.736
09:00;;76.0821;51.1272;24.3399;131.962;670.41;486.597;278.58
10:00;;64.4038;41.089;19.6215;68.9376;481.31;499.425;170.162
11:00;;61.7431;35.4394;17.7892;57.9114;462;524.845;150.538
12:00;;66.6914;44.5517;19.9544;76.3309;525.39;554.856;183.75
13:00;;65.8024;40.0238;18.1708;66.0387;479.39;579.169;167.043
14:00;;77.6837;53.5278;21.0613;84.3505;537.48;589.74;206.938
15:00;;72.0386;38.7253;19.4835;62.5555;546.45;543.631;168.011
16:00;1.20388;77.8447;39.833;19.6842;74.1251;557.39;532.477;191.681
17:00;;76.7282;33.7235;17.0068;62.0066;611.61;525.127;171.856
18:00;;76.1023;35.7009;18.3039;59.4282;582.57;537.785;167.193
19:00;;81.6681;39.2611;20.2504;83.6903;682.21;565.311;209.906
20:00;;85.4686;41.3118;20.1014;96.7163;780.88;597.247;233.766
21:00;;69.6098;34.8772;18.5931;67.8455;609.64;613.529;173.549
22:00;1.6066;53.5098;33.3454;18.816;44.0963;544.26;614.376;121.204
23:00;1.34737;55.1215;34.0564;19.5178;50.5381;540.21;613.596;132.627
