CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;18;18;14;430;41
01:00;23;21;14;380;45
02:00;16;15;8;340;30
03:00;13;12;7;280;24
04:00;12;11;7;260;23
05:00;15;12;11;250;33
06:00;35;13;43;360;100
07:00;44;21;71;690;152
08:00;63;20;120;;247
09:00;84;32;186;1270;367
10:00;78;65;159;1140;321
11:00;65;67;109;890;233
12:00;56;57;74;760;169
13:00;56;82;77;810;174
14:00;68;72;96;870;214
15:00;92;76;176;1480;361
16:00;99;77;256;1820;490
17:00;94;99;213;1730;420
18:00;84;68;162;1420;333
19:00;89;43;175;1700;357
20:00;62;50;91;1140;202
21:00;42;38;54;740;124
22:00;35;27;36;610;92
23:00;28;22;25;490;67
