CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;56;49;32;810;108
01:00;59;46;32;790;109
02:00;34;24;5;500;42
03:00;37;43;10;530;54
04:00;47;47;23;520;84
05:00;47;56;33;540;100
06:00;65;44;124;880;256
07:00;70;74;182;1530;350
08:00;69;93;169;1620;329
09:00;67;107;151;1410;298
10:00;77;83;95;1000;223
11:00;63;70;99;1010;216
12:00;65;53;90;1130;204
13:00;69;33;79;880;192
14:00;70;43;75;960;187
15:00;78;51;75;880;195
16:00;59;49;64;890;159
17:00;65;51;65;940;166
18:00;83;52;90;1240;222
19:00;107;50;140;1570;323
20:00;110;63;155;1780;349
21:00;117;72;155;1930;355
22:00;93;74;104;1250;254
23:00;80;68;74;1220;194
