CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;33;46;24;640;68
01:00;74;72;65;1260;173
02:00;60;81;43;870;124
03:00;38;64;13;780;59
04:00;34;71;12;700;51
05:00;35;74;16;660;59
06:00;44;71;41;650;105
07:00;50;46;51;770;127
08:00;74;75;116;1200;251
09:00;70;89;108;1500;235
10:00;66;89;96;1400;211
11:00;64;97;89;1320;200
12:00;66;66;84;1090;193
13:00;66;62;88;1000;199
14:00;62;63;81;1170;184
15:00;67;57;78;1420;185
16:00;83;65;111;2020;252
17:00;90;82;128;2090;285
18:00;103;112;140;2040;316
19:00;74;169;107;1930;237
20:00;46;135;62;1180;141
21:00;38;97;54;1010;120
22:00;46;51;52;1050;126
23:00;50;43;57;950;136
