CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;89;94;166;1480;343
01:00;61;198;341;3750;582
02:00;46;200;252;3330;431
03:00;50;172;204;2300;361
04:00;42;112;180;2400;317
05:00;40;127;173;2240;305
06:00;36;122;140;1870;250
07:00;44;96;196;1970;342
08:00;57;88;265;1990;462
09:00;51;80;87;720;184
10:00;47;34;67;640;150
11:00;62;43;110;1250;230
12:00;56;44;79;870;177
13:00;60;39;80;880;181
14:00;79;32;150;1250;307
15:00;71;52;96;920;218
16:00;68;98;99;930;220
17:00;85;77;160;1250;329
18:00;84;119;161;1580;329
19:00;71;90;102;890;225
20:00;48;121;50;510;124
21:00;53;84;53;510;132
22:00;70;83;88;790;203
23:00;72;101;96;880;218
