CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;58;32;44;640;125
01:00;39;26;21;320;72
02:00;49;23;25;400;88
03:00;28;39;17;360;54
04:00;25;33;15;360;50
05:00;25;25;14;220;47
06:00;36;26;15;210;58
07:00;43;27;27;270;84
08:00;58;40;55;520;142
09:00;63;38;71;590;172
10:00;49;33;40;360;111
11:00;49;27;37;400;106
12:00;55;30;41;450;118
13:00;56;25;38;360;114
14:00;58;27;44;410;126
15:00;62;36;44;620;129
16:00;70;39;57;570;156
17:00;71;28;57;630;159
18:00;73;28;60;560;164
19:00;85;37;83;830;212
20:00;82;32;65;660;182
21:00;104;64;157;1560;344
22:00;100;77;203;2080;411
23:00;84;58;140;1330;299
