CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;28;71;65;24;520;65
01:00;40;75;60;28;580;83
02:00;36;62;52;24;510;72
03:00;26;48;43;13;370;47
04:00;20;43;40;10;310;36
05:00;22;38;36;11;300;38
06:00;24;36;33;16;310;48
07:00;33;37;33;36;350;89
08:00;41;39;35;51;370;119
09:00;42;36;30;52;450;121
10:00;39;31;26;45;410;108
11:00;48;35;29;60;440;140
12:00;56;48;40;84;610;185
13:00;56;53;45;81;620;180
14:00;48;57;50;69;580;153
15:00;52;59;53;74;700;165
16:00;53;68;61;77;700;170
17:00;48;71;64;74;700;160
18:00;42;64;59;62;630;137
19:00;52;70;64;88;770;187
20:00;52;87;78;83;840;178
21:00;51;95;83;77;890;169
22:00;47;86;75;63;760;143
23:00;41;84;75;42;690;106
