CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;108;120;57;126;1330;299
01:00;96;122;63;69;1020;201
02:00;73;77;39;47;790;145
03:00;61;59;40;38;820;118
04:00;58;52;36;44;730;123
05:00;78;60;35;108;670;242
06:00;85;70;38;176;890;353
07:00;97;82;44;188;1160;383
08:00;112;109;57;264;1930;517
09:00;95;124;63;165;1290;347
10:00;94;91;45;131;840;294
11:00;85;63;29;94;620;227
12:00;92;59;25;92;670;233
13:00;91;68;24;72;690;200
14:00;99;58;23;80;640;222
15:00;99;51;20;80;610;220
16:00;109;55;20;94;750;252
17:00;117;51;20;95;780;261
18:00;103;38;15;65;620;200
19:00;123;53;23;98;1060;271
20:00;144;85;36;164;1460;395
21:00;135;99;40;135;1400;341
22:00;108;64;30;94;850;252
23:00;124;86;39;125;1070;314
