CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;80;55;82;203
01:00;53;66;38;109
02:00;29;53;10;43
03:00;32;33;14;51
04:00;32;19;12;49
05:00;;26;;
06:00;66;37;107;227
07:00;83;34;190;371
08:00;72;69;125;261
09:00;68;76;118;246
10:00;77;54;102;231
11:00;62;57;64;159
12:00;61;52;60;150
13:00;59;42;53;139
14:00;66;43;57;152
15:00;88;43;88;221
16:00;98;36;93;239
17:00;100;42;82;223
18:00;99;35;89;234
19:00;108;51;88;241
20:00;119;42;101;272
21:00;120;58;109;286
22:00;94;61;73;204
23:00;93;53;88;225
