CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;22;87;20;52
01:00;32;60;35;85
02:00;25;57;20;55
03:00;;55;;
04:00;21;57;13;41
05:00;22;58;17;48
06:00;32;59;46;101
07:00;43;62;60;134
08:00;61;60;136;269
09:00;69;57;167;323
10:00;68;63;162;314
11:00;66;58;134;270
12:00;;63;;
13:00;62;65;115;237
14:00;68;66;142;284
15:00;64;69;133;267
16:00;67;63;136;274
17:00;69;65;150;298
18:00;81;68;227;427
19:00;71;60;178;342
20:00;65;62;137;273
21:00;54;82;105;214
22:00;48;85;77;165
23:00;47;92;82;171
