CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;55;206;80;176
01:00;17;15;10;32
02:00;10;15;5;16
03:00;12;11;6;20
04:00;10;16;4;17
05:00;16;18;10;30
06:00;28;12;25;64
07:00;40;18;41;101
08:00;56;32;71;164
09:00;57;35;69;160
10:00;36;36;41;98
11:00;37;43;42;100
12:00;37;51;41;99
13:00;40;53;46;109
14:00;48;49;57;134
15:00;51;58;52;128
16:00;60;59;70;167
17:00;83;62;142;298
18:00;95;89;239;459
19:00;88;131;221;426
20:00;79;185;181;356
21:00;71;209;154;305
22:00;68;220;136;275
23:00;60;226;108;224
