CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;80;38;13;51;870;156
01:00;58;36;13;27;590;98
02:00;45;33;19;14;420;63
03:00;34;33;17;9;290;45
04:00;38;39;19;14;320;58
05:00;41;39;21;17;360;65
06:00;64;47;23;52;620;142
07:00;70;44;20;81;700;192
08:00;79;36;12;83;850;203
09:00;84;31;10;92;900;222
10:00;74;39;13;69;780;178
11:00;67;38;12;51;660;142
12:00;;41;11;;;
13:00;62;46;12;45;620;129
14:00;59;47;13;37;590;113
15:00;80;39;11;53;840;160
16:00;72;43;10;53;740;152
17:00;73;34;10;50;750;147
18:00;78;36;10;45;810;145
19:00;101;33;11;72;1080;210
20:00;121;34;11;103;1310;278
21:00;106;39;13;118;1180;285
22:00;103;33;12;100;1130;254
23:00;82;38;13;75;860;195
