CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;76;58;39;790;136
01:00;36;48;16;540;60
02:00;32;30;12;480;51
03:00;28;25;11;430;44
04:00;32;37;14;440;53
05:00;40;40;37;530;97
06:00;51;61;97;730;200
07:00;63;65;156;1150;301
08:00;73;64;121;1170;258
09:00;76;66;117;1230;255
10:00;71;64;83;910;198
11:00;81;46;65;760;179
12:00;85;45;67;910;187
13:00;86;49;52;770;166
14:00;80;46;45;740;149
15:00;96;57;60;930;189
16:00;95;48;57;930;183
17:00;106;40;62;980;200
18:00;128;48;86;1230;260
19:00;118;45;80;1040;240
20:00;114;59;63;940;210
21:00;114;55;65;950;214
22:00;102;58;65;930;203
23:00;63;62;53;1140;144
