CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;39;111;97;60;1330;1088.75;131
01:00;34;108;73;33;840;1186.25;84
02:00;36;84;55;34;780;1053.75;87
03:00;28;92;61;34;850;965;80
04:00;36;82;62;32;780;900;84
05:00;30;69;57;30;700;843.75;76
06:00;25;55;46;21;650;800;57
07:00;24;43;36;20;550;753.75;54
08:00;19;40;32;16;500;706.25;44
09:00;24;46;34;24;510;665;60
10:00;24;47;37;17;520;632.5;51
11:00;34;59;45;33;600;601.25;83
12:00;34;69;55;38;750;597.5;92
13:00;36;70;58;43;750;603.75;101
14:00;36;77;62;49;860;630;111
15:00;32;73;60;42;770;657.5;96
16:00;34;65;55;45;740;687.5;102
17:00;40;69;58;51;830;727.5;118
18:00;44;70;59;60;920;777.5;135
19:00;46;83;70;67;1130;843.75;148
20:00;49;91;77;80;1220;902.5;172
21:00;38;73;63;41;910;922.5;101
22:00;36;95;84;49;1150;958.75;111
23:00;43;103;89;64;1220;1015;140
