CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;55;230;191;232;3060;409
01:00;45;230;200;183;2820;324
02:00;27;24;21;16;390;50
03:00;26;31;28;17;400;51
04:00;34;35;32;33;460;83
05:00;43;42;39;63;560;138
06:00;50;48;45;138;780;261
07:00;65;58;54;247;1460;443
08:00;71;51;48;257;1740;464
09:00;81;61;54;270;1460;494
10:00;71;78;56;219;1090;406
11:00;75;78;53;178;910;348
12:00;69;67;46;150;980;298
13:00;59;51;38;117;870;236
14:00;58;53;36;101;800;210
15:00;61;42;28;114;780;234
16:00;79;38;25;143;1250;297
17:00;97;42;26;186;1650;382
18:00;114;77;44;304;2060;579
19:00;112;127;68;392;2460;712
20:00;117;164;108;445;3300;797
21:00;86;194;148;308;3440;557
22:00;78;222;177;330;3520;583
23:00;71;251;193;325;3240;568
