CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;65;78;72;1860;173
01:00;57;150;55;1650;141
02:00;20;28;4;470;25
03:00;21;27;5;430;26
04:00;28;17;11;450;44
05:00;31;8;17;480;55
06:00;47;7;35;680;99
07:00;47;14;46;710;117
08:00;34;20;24;540;70
09:00;30;17;21;510;61
10:00;33;15;24;540;68
11:00;33;14;25;580;71
12:00;36;30;27;640;77
13:00;33;12;25;630;70
14:00;41;15;31;730;87
15:00;50;9;43;950;114
16:00;43;18;34;690;93
17:00;54;7;33;830;103
18:00;55;14;30;780;99
19:00;99;34;120;1500;280
20:00;109;18;245;2710;482
21:00;93;75;101;1740;246
22:00;85;105;174;2340;349
23:00;79;97;157;2250;317
