CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;1.1473;47.317;31.1559;14.7934;44.2172;533.396;660.261;115.183
00:00;0.969507;34.501;23.4468;11.6984;26.4101;325.792;625.181;74.9822
01:00;0.783658;18.5588;17.8594;10.5855;10.9525;242.172;568.493;35.3501
02:00;0.635027;11.8192;21.6134;8.78724;4.7625;193.365;469.276;19.1273
03:00;0.476308;12.6837;11.4531;8.04082;3.53386;319.937;403.327;18.0996
04:00;0.343764;7.57176;3;3;3.06831;140.595;341.82;12.2793
05:00;0.358888;19.7289;5.23282;3.78454;14.4136;170.8;292.249;41.7
06:00;0.451702;42.8406;8.60067;6.0984;39.6314;260.307;273.295;103.3
07:00;0.638632;57.0318;11.9703;8.47879;66.4211;456.846;263.727;158.5
08:00;0.766014;53.3472;10.4323;7.97278;76.6815;473.344;282.171;170.5
09:00;0.882294;67.5316;16.9235;13.1711;108.473;528.544;317.967;233.3
10:00;0.948833;65.8215;16.1162;12.978;96.6789;514.836;358.151;213.6
11:00;1.19331;64.7152;24.0844;17.5361;102.47;555.67;387.618;221.3
12:00;1.28848;62.0173;85.5697;32.3845;92.8835;585.06;443.176;204
13:00;1.21735;51.3991;65.0397;26.2937;63.3431;422.053;474.582;148.1
14:00;1.06262;56.6099;48.4339;20.6861;63.8436;415.892;494.031;154.1
15:00;1.06629;61.6879;37.6442;14.2572;75.5561;428.774;490.522;177.2
16:00;1.17415;67.023;42.0879;15.9889;83.0294;518.043;496.109;193.8
17:00;1.36384;75.7038;54.0002;21.9048;102.082;604.3;505.579;231.7
18:00;2.31191;106.271;96.3846;43.2709;188.712;1136.71;583.313;394.6
19:00;2.96246;88.6277;125.723;62.8477;200.845;1371.48;685.289;395.4
20:00;3.29258;75.5391;96.6492;53.7011;125.511;998.77;737.003;267.3
21:00;3.63271;73.3471;111.101;66.5381;142.992;1167.34;830.164;291.8
22:00;3.20121;53.9509;67.6009;44.8988;60.9059;654.55;859.996;147.1
23:00;2.88856;48.9537;65.8184;45.0727;52.0193;625.31;884.563;128.4
00:00;2.5153;36.0074;56.5631;41.6919;25.2019;533.864;886.54;74.5
