CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;9;12;5;250;17
01:00;28;146;6;340;38
02:00;31;67;12;450;50
03:00;12;37;3;280;16
04:00;12;17;4;290;19
05:00;31;17;12;330;49
06:00;39;24;21;460;70
07:00;50;25;49;690;124
08:00;43;30;36;630;98
09:00;37;49;26;570;77
10:00;29;40;20;560;60
11:00;28;19;22;550;62
12:00;44;39;40;720;105
13:00;39;34;30;690;85
14:00;34;44;27;560;75
15:00;36;28;27;480;77
16:00;39;19;30;620;85
17:00;45;25;38;730;105
18:00;40;30;34;690;93
19:00;33;40;28;560;77
20:00;21;25;16;360;46
21:00;17;31;13;320;38
22:00;16;16;12;330;34
23:00;13;11;8;290;25
