CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;51;100;83;178
01:00;40;74;53;122
02:00;23;53;11;41
03:00;26;47;14;48
04:00;21;21;11;38
05:00;33;29;29;77
06:00;43;39;74;155
07:00;53;68;132;255
08:00;49;78;86;181
09:00;48;60;96;195
10:00;50;94;89;187
11:00;45;125;79;166
12:00;42;96;54;125
13:00;44;63;49;119
14:00;43;43;48;115
15:00;49;31;48;122
16:00;52;37;53;132
17:00;53;37;49;128
18:00;60;32;60;151
19:00;69;42;85;200
20:00;77;74;130;275
21:00;76;83;147;300
22:00;69;89;149;297
23:00;;93;;
