CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;92;75;124;280
01:00;70;79;63;167
02:00;61;139;55;144
03:00;53;99;32;102
04:00;54;84;48;126
05:00;48;55;41;111
06:00;64;63;185;347
07:00;77;107;279;503
08:00;92;104;322;585
09:00;120;127;261;520
10:00;116;153;167;371
11:00;107;190;124;296
12:00;82;138;60;173
13:00;87;94;70;194
14:00;94;51;71;202
15:00;99;39;72;209
16:00;89;39;70;196
17:00;108;32;80;229
18:00;100;34;77;217
19:00;89;31;61;182
20:00;97;32;63;193
21:00;92;41;76;208
22:00;111;63;142;328
23:00;110;91;144;329
