CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;32;29;17;580;58
01:00;25;15;16;500;49
02:00;19;14;9;310;32
03:00;15;11;7;290;26
04:00;21;14;14;280;42
05:00;37;13;35;460;91
06:00;57;13;72;1050;166
07:00;57;20;79;1210;177
08:00;59;24;85;1120;189
09:00;66;32;96;1100;212
10:00;56;38;68;1040;161
11:00;59;35;84;1010;187
12:00;52;49;60;860;144
13:00;68;51;87;1030;201
14:00;67;39;78;1000;186
15:00;85;43;111;1520;254
16:00;87;43;105;1700;248
17:00;76;43;88;1380;209
18:00;83;47;94;1590;226
19:00;69;43;67;1160;171
20:00;67;30;76;1060;182
21:00;61;28;69;1000;165
22:00;59;19;62;950;155
23:00;46;38;29;720;90
