CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;80;106;66;187;1520;366
01:00;60;113;75;142;1370;277
02:00;31;21;15;18;310;59
03:00;29;18;13;18;260;56
04:00;32;14;10;18;270;60
05:00;38;13;9;21;240;69
06:00;85;29;18;171;870;348
07:00;112;41;25;311;1550;589
08:00;127;51;32;370;1990;694
09:00;134;55;34;391;1710;733
10:00;116;70;38;302;1450;580
11:00;117;103;47;287;1280;557
12:00;113;124;52;273;1500;532
13:00;136;119;54;361;1700;688
14:00;116;90;42;272;1220;533
15:00;116;84;41;273;1250;535
16:00;114;83;41;230;1320;468
17:00;115;87;43;264;1550;519
18:00;138;115;58;455;2320;834
19:00;172;163;86;650;4290;1166
20:00;151;149;80;579;3580;1038
21:00;128;139;82;468;3250;845
22:00;101;110;69;258;1820;496
23:00;100;107;67;253;1760;489
