CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;48;128;115;32;890;97
01:00;34;54;43;15;430;56
02:00;37;64;47;15;440;60
03:00;38;55;41;19;400;66
04:00;34;56;42;18;410;61
05:00;42;58;43;28;450;85
06:00;66;70;47;93;650;207
07:00;92;79;48;185;1190;375
08:00;84;71;45;122;960;270
09:00;83;70;40;109;840;251
10:00;56;59;30;54;520;139
11:00;64;55;30;68;610;168
12:00;59;64;34;51;530;137
13:00;46;47;27;38;390;103
14:00;43;42;24;34;410;95
15:00;47;30;18;34;390;99
16:00;79;39;23;77;780;197
17:00;101;49;33;113;1050;274
18:00;95;63;43;124;1120;283
19:00;103;79;56;138;1100;315
20:00;128;123;88;245;1920;503
21:00;107;143;112;162;1500;354
22:00;94;155;123;127;1540;288
23:00;75;131;109;70;1060;182
