CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;44;46;32;50;490;120
01:00;29;43;32;27;280;71
02:00;18;12;9;13;200;38
03:00;18;9;7;13;190;37
04:00;18;14;11;13;190;36
05:00;25;24;18;24;230;62
06:00;41;24;19;54;360;122
07:00;49;19;17;92;690;188
08:00;53;20;15;81;670;177
09:00;63;21;16;99;590;214
10:00;57;19;14;87;520;188
11:00;60;25;17;97;550;208
12:00;62;29;20;87;560;195
13:00;70;33;22;114;720;245
14:00;70;38;26;133;780;273
15:00;66;38;26;115;800;243
16:00;60;37;26;95;730;204
17:00;60;38;26;75;610;174
18:00;65;41;28;93;930;206
19:00;68;40;29;106;1100;229
20:00;64;36;27;98;1100;213
21:00;58;36;27;83;690;184
22:00;49;38;30;55;600;134
23:00;54;49;34;72;630;164
