CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;40;75;31;770;88
01:00;39;100;28;820;81
02:00;55;61;57;1250;141
03:00;52;77;40;980;113
04:00;41;62;21;730;73
05:00;36;58;20;590;66
06:00;46;54;36;590;100
07:00;71;41;103;910;227
08:00;86;48;168;1360;342
09:00;89;106;134;1220;292
10:00;59;126;69;810;163
11:00;49;104;47;590;120
12:00;42;108;36;520;96
13:00;46;91;36;550;101
14:00;50;81;43;600;115
15:00;65;80;71;900;173
16:00;65;122;77;1090;182
17:00;61;107;83;1030;187
18:00;62;99;77;1160;179
19:00;64;85;92;1240;204
20:00;56;93;63;1230;153
21:00;60;90;71;1220;167
22:00;52;68;59;1090;142
23:00;52;60;51;1100;129
