CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;66;68;84;193
01:00;58;62;62;151
02:00;39;38;45;107
03:00;31;41;43;96
04:00;30;39;39;89
05:00;33;24;56;118
06:00;36;23;132;237
07:00;45;36;204;356
08:00;68;44;274;485
09:00;68;62;184;347
10:00;77;68;160;319
11:00;80;68;125;269
12:00;78;58;84;204
13:00;84;53;91;221
14:00;81;35;79;200
15:00;92;49;83;217
16:00;102;29;101;253
17:00;116;33;110;282
18:00;120;30;120;301
19:00;130;42;137;338
20:00;140;46;194;434
21:00;122;58;225;465
22:00;87;58;103;242
23:00;79;67;121;261
