CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;45;73;55;93;1590;187
01:00;44;53;47;118;1720;224
02:00;37;46;40;56;1080;122
03:00;33;50;40;44;970;101
04:00;35;45;37;40;930;95
05:00;33;42;36;45;910;103
06:00;40;43;36;93;880;181
07:00;47;46;38;132;1100;248
08:00;57;53;45;223;1600;399
09:00;73;56;43;367;2130;635
10:00;76;55;43;287;1890;516
11:00;73;56;47;285;2210;509
12:00;62;61;54;229;2020;412
13:00;63;57;51;215;1820;393
14:00;56;68;61;206;1870;371
15:00;56;69;63;185;1900;338
16:00;66;71;63;240;2550;434
17:00;73;83;74;311;2900;548
18:00;70;100;91;289;3090;511
19:00;63;94;83;254;2980;451
20:00;57;106;77;204;2610;370
21:00;59;120;79;228;2840;407
22:00;56;99;66;202;2350;364
23:00;52;86;58;148;2060;278
