CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;68;45;48;141
01:00;54;27;30;100
02:00;38;105;12;57
03:00;;70;;
04:00;31;68;8;43
05:00;41;40;12;57
06:00;54;25;21;85
07:00;72;55;55;157
08:00;82;67;79;203
09:00;77;63;62;171
10:00;68;69;57;154
11:00;56;60;30;103
12:00;55;31;28;98
13:00;62;31;26;101
14:00;82;24;36;137
15:00;68;23;24;104
16:00;58;35;20;88
17:00;65;29;24;103
18:00;66;15;24;102
19:00;86;16;39;145
20:00;94;22;43;161
21:00;102;41;67;206
22:00;94;37;80;215
23:00;86;43;84;213
