CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;65;85;137;272
01:00;57;91;110;224
02:00;49;58;38;107
03:00;43;34;23;77
04:00;40;44;18;67
05:00;50;39;36;105
06:00;58;25;92;196
07:00;74;48;217;405
08:00;78;52;252;464
09:00;70;81;183;350
10:00;76;95;174;341
11:00;75;136;168;331
12:00;75;156;110;242
13:00;73;137;89;208
14:00;82;114;92;223
15:00;91;103;130;289
16:00;49;92;58;136
17:00;99;117;142;315
18:00;103;81;124;292
19:00;112;61;156;349
20:00;108;64;208;426
21:00;98;57;177;368
22:00;90;48;155;326
23:00;82;68;200;387
