CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;20.5087;84.0455;265.019;210.928;108.022;2553.62;2837.63;249
00:00;17.0511;58.6404;176.011;157.291;62.1668;1850.14;2778.07;153.6
01:00;14.4225;57.2258;149.98;133.649;56.4759;1452.44;2616.79;143.5
02:00;12.5605;51.4778;141.04;122.005;41.4808;1425.66;2409.24;114.9
03:00;10.6439;42.128;122.56;106.115;27.5705;1072.17;2154.36;84.3
04:00;9.35085;39.9472;122.053;103.536;30.9038;1116.56;1915.92;87.1
05:00;8.26787;35.8969;121.275;98.0298;34.4453;1002.8;1677.86;88.5
06:00;7.53095;38.0007;122.67;100.122;32.7289;1078.68;1444.01;88
07:00;6.02685;33.8713;74.69;60.8827;37.3095;791;1223.68;90.9
08:00;4.95808;36.5744;67.1495;49.7337;55.4728;758.49;1087.22;121.4
09:00;4.36614;38.9667;68.5151;51.1545;65.6885;844.44;1011.22;139.4
10:00;4.13543;38.0283;64.8775;48.8295;74.8668;838.75;937.861;152.5
11:00;4.04243;42.8459;65.2256;50.3133;75.0874;915.43;918.269;157.6
12:00;4.04138;41.8378;61.0043;50.5789;66.5649;833.65;882.905;143.6
13:00;4.26137;46.4838;64.6635;54.2345;71.6758;929.12;873.695;156.1
14:00;4.60809;50.0542;72.0709;59.6393;88.4684;942.98;856.732;185.3
15:00;5.14914;63.6413;85.2473;69.1901;154.014;1186.72;906.197;298.9
16:00;5.67151;61.2633;86.0376;73.7926;117.941;1170.1;957.649;241.4
17:00;6.74426;66.9688;96.6519;83.4029;152.838;1518.46;1041.9;300.5
18:00;7.20731;78.0382;103.109;89.9509;190.786;1777.89;1159.29;369.5
19:00;7.24053;66.3163;92.7936;81.7155;143.271;1390.55;1218.68;285.3
20:00;7.08073;55.7289;92.3562;82.4009;98.8282;1261.06;1272.11;206.7
21:00;6.43486;56.8506;78.5933;66.8228;98.8798;1067.2;1289.37;208
22:00;6.24734;64.1758;86.9826;72.6295;147.049;1252.24;1328.03;288.8
23:00;6.13126;52.6617;94.6296;79.8976;90.2263;1089.1;1315.82;190.5
00:00;5.79833;37.5017;95.6871;82.0572;27.9529;941.11;1287.2;80.3
