CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;7.14653;74.0549;124.609;102.089;151.625;1826.25;1259.1;306.785
00:00;8.73006;63.2161;157.911;130.546;167.998;2086.01;1428.05;320.956
01:00;9.47813;60.2436;160.311;132.733;141.419;2030.6;1588.77;277.195
02:00;9.93032;49.2443;157.109;131.96;132.748;2063.89;1755.1;252.895
03:00;10.0385;45.9221;154.485;130.043;116.684;1925.47;1854.02;224.938
04:00;10.0662;46.6953;152.006;127.969;120.568;1914.21;1923.5;231.677
05:00;9.75548;38.6091;148.258;124.496;119.699;1936.66;1976.57;222.239
06:00;9.86187;52.2701;144.488;121.042;215.256;2013.44;1974.57;382.462
07:00;10.6097;61.0853;151.873;127.328;245.517;2180.52;2018.85;437.712
08:00;11.1135;57.9868;153.342;124.843;207.8;2095.56;2020.04;376.76
09:00;10.2077;60.3318;140.724;107.851;158.162;1722.51;1981.53;303.229
10:00;8.24191;55.6189;137.789;83.9333;100.833;1103.99;1861.54;210.259
11:00;6.10683;47.9068;108.56;65.0051;63.7317;848.421;1726.91;145.688
12:00;3.86671;52.151;64.7494;31.1935;53.0855;585.471;1560.82;133.468
13:00;2.3209;45.2882;43.1813;21.881;42.2141;491.953;1380.23;110.061
14:00;1.70341;48.3171;39.5739;20.7659;41.3432;543.972;1196.55;111.75
15:00;1.56969;64.0653;41.1311;22.8289;55.7333;622.566;1001.81;149.605
16:00;1.52689;63.4319;42.973;24.7146;49.0109;627.019;818.238;138.733
17:00;1.54328;63.7603;46.3324;28.4691;43.5376;616.253;679.956;130.564
18:00;1.77112;71.1105;53.3595;32.4074;58.5976;764.533;637.523;161.005
19:00;2.57629;81.1819;76.7279;46.159;111.18;1025.12;659.611;251.759
20:00;3.58234;76.8643;92.7512;61.1358;97.0315;1210.06;737.684;225.68
21:00;4.24988;77.6992;93.2555;60.7132;117.163;1213.09;827.827;257.487
22:00;4.76138;72.5877;99.9959;68.2361;120.692;1319.5;924.768;257.844
23:00;4.70533;64.2215;94.5215;66.7683;87.0448;1046.62;977.774;197.662
00:00;4.71382;60.3876;94.4565;68.4341;80.1146;1024.4;1027.45;183.307
