CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;25;54;41;21;730;56
01:00;14;40;22;6;420;24
02:00;13;44;23;5;400;21
03:00;12;32;20;4;400;18
04:00;16;31;21;10;430;32
05:00;33;38;23;26;480;72
06:00;50;37;24;60;580;141
07:00;62;42;26;110;940;229
08:00;63;44;28;103;950;220
09:00;54;49;31;98;950;205
10:00;58;53;32;89;880;194
11:00;57;45;26;75;750;172
12:00;51;36;21;60;720;143
13:00;48;39;22;44;580;114
14:00;40;49;27;39;550;99
15:00;49;47;30;52;620;128
16:00;47;47;31;44;630;115
17:00;55;48;32;49;660;130
18:00;68;52;35;73;770;179
19:00;82;59;39;97;1110;231
20:00;98;75;51;175;1370;364
21:00;95;96;61;187;1750;380
22:00;89;105;64;222;1740;429
23:00;71;115;85;117;1630;249
