CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;59;51;28;100
01:00;42;36;16;64
02:00;35;14;16;59
03:00;26;21;12;44
04:00;29;34;21;61
05:00;33;26;29;77
06:00;46;37;96;191
07:00;57;41;168;311
08:00;68;41;212;391
09:00;70;64;121;253
10:00;69;63;90;204
11:00;62;53;63;157
12:00;61;45;54;143
13:00;62;42;52;140
14:00;55;34;46;125
15:00;71;40;59;160
16:00;70;26;64;167
17:00;77;41;62;169
18:00;77;26;80;197
19:00;70;32;58;156
20:00;76;27;61;168
21:00;83;39;67;185
22:00;75;41;58;161
23:00;71;40;53;151
