CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;45;286;158;2820;286
01:00;40;265;154;2660;275
02:00;37;137;64;1470;135
03:00;33;118;82;1510;159
04:00;32;120;88;1470;166
05:00;39;107;149;1510;266
06:00;53;97;271;2230;466
07:00;80;107;480;3640;814
08:00;90;123;517;3780;880
09:00;85;215;352;2780;624
10:00;84;244;281;2220;513
11:00;79;228;196;1440;379
12:00;75;160;163;1320;324
13:00;;135;;;
14:00;91;111;175;1530;358
15:00;101;95;216;2420;430
16:00;;87;;;
17:00;132;91;449;4740;819
18:00;119;126;424;5370;768
19:00;108;213;404;4820;726
20:00;93;275;363;4670;647
21:00;79;286;263;3740;482
22:00;61;290;222;3580;400
23:00;56;263;219;3310;390
