CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;60;74;53;980;140
01:00;57;69;43;830;123
02:00;29;27;11;340;46
03:00;31;24;19;340;60
04:00;38;18;21;340;69
05:00;57;17;59;570;147
06:00;73;18;113;990;245
07:00;81;34;136;1650;288
08:00;66;59;93;1080;208
09:00;58;54;65;880;157
10:00;57;47;68;790;161
11:00;51;51;54;790;132
12:00;56;24;54;810;138
13:00;67;21;66;960;167
14:00;62;36;54;800;144
15:00;64;41;56;870;150
16:00;77;36;72;1030;186
17:00;67;27;53;770;148
18:00;71;25;54;770;155
19:00;92;35;86;1350;223
20:00;94;40;86;1070;226
21:00;83;62;71;1010;191
22:00;90;50;130;1650;288
23:00;72;69;65;1340;172
