CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;99;153;2060;332
01:00;89;106;1910;252
02:00;77;98;2190;227
03:00;65;85;2320;196
04:00;59;74;2060;172
05:00;57;67;1890;160
06:00;59;71;1620;167
07:00;60;102;1610;215
08:00;69;110;1630;237
09:00;84;105;1450;244
10:00;70;46;980;141
11:00;74;44;820;141
12:00;80;51;740;157
13:00;89;57;750;176
14:00;104;72;820;215
15:00;95;58;750;185
16:00;109;65;790;210
17:00;150;143;1260;371
18:00;199;353;2400;739
19:00;225;574;3770;1104
20:00;156;305;2350;622
21:00;141;223;2070;482
22:00;136;244;2290;510
23:00;112;197;2130;413
