CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;78;253;77;2700;196
01:00;62;127;29;1300;107
02:00;61;135;31;1310;109
03:00;63;162;36;1480;119
04:00;56;158;29;1480;102
05:00;53;116;22;1160;89
06:00;59;113;45;1480;128
07:00;74;113;77;1170;191
08:00;68;102;74;1100;182
09:00;72;106;86;1450;203
10:00;74;129;101;1590;229
11:00;85;131;112;1690;255
12:00;86;118;116;1990;264
13:00;83;166;100;1810;236
14:00;78;209;87;1570;212
15:00;88;193;105;1710;248
16:00;84;196;81;1620;210
17:00;88;170;84;1540;217
18:00;106;164;147;2170;332
19:00;116;182;168;2560;374
20:00;107;227;138;2600;319
21:00;104;199;142;2860;322
22:00;96;236;118;2840;277
23:00;89;238;98;2710;238
