CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;69;228;141;284
01:00;23;33;9;37
02:00;23;41;9;36
03:00;17;47;7;28
04:00;15;24;6;24
05:00;28;18;17;53
06:00;36;32;30;82
07:00;50;44;61;143
08:00;48;69;57;134
09:00;60;79;89;196
10:00;48;78;65;147
11:00;47;73;56;133
12:00;37;66;40;99
13:00;43;55;46;114
14:00;47;49;48;119
15:00;49;56;49;123
16:00;50;41;52;128
17:00;61;50;58;150
18:00;85;43;88;218
19:00;114;47;199;417
20:00;110;84;226;455
21:00;95;117;211;418
22:00;91;151;211;414
23:00;76;188;146;298
