CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;73.702;51.5684;33.5321;47.1948;595.632;505.606;145.8
01:00;64.2492;55.8262;37.7938;42.0232;685.515;548.418;128.4
02:00;47.6491;42.9936;24.8234;34.8013;309.478;428.786;100.8
03:00;39.3621;35.0833;22.6588;25.7564;268.635;423.82;78.8
04:00;39.123;34.148;21.4338;34.0843;343.425;416.855;91.2
05:00;37.6005;30.8622;20.5563;37.5569;222.919;385.028;95.1
06:00;49.1189;35.3644;22.4385;59.9544;296.21;366.455;140.8
07:00;52.3949;33.9069;22.3133;79.9133;498.364;356.584;174.5
08:00;45.3094;25.7684;16.5262;50.3965;412.529;343.774;122.3
09:00;47.9679;25.3413;15.0047;51.3047;448.709;350.034;126.4
10:00;42.4628;22.1484;11.6146;37.2552;368.327;357.39;99.5
11:00;41.5334;17.4116;9.09203;28.5515;319.281;363.721;85.2
12:00;45.7786;16.9164;9.45739;35.7425;319.539;360.735;100.4
13:00;53.734;15.3967;7.42175;39.4035;364.01;378.371;113.9
14:00;55.0933;12.8696;6.11061;33.5481;407.989;392.343;106.3
15:00;54.5784;12.1058;5.90469;31.5449;379.799;377.523;102.7
16:00;58.769;10.5698;5.46194;31.2287;338.393;368.256;106.5
17:00;56.8783;10.4153;5.01336;29.6007;343.017;355.044;102.1
18:00;55.9515;11.2609;5.92822;28.9422;341.917;351.743;100.2
19:00;55.502;13.5056;6.68169;26.1548;328.523;352.898;95.5
20:00;62.782;18.4847;10.8677;27.9993;353.519;357.146;105.6
21:00;110.911;26.7609;14.1834;67.215;726.312;402.434;213.6
22:00;98.9063;39.6144;23.5476;54.4364;682.307;436.723;182
23:00;88.2993;50.4293;29.5812;61.3427;673.619;473.451;182
