CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;46;66;109;1620;212
01:00;37;44;42;830;101
02:00;25;32;15;540;48
03:00;37;16;33;620;87
04:00;24;25;14;440;45
05:00;41;24;50;570;117
06:00;58;32;153;1120;291
07:00;71;67;233;2090;427
08:00;70;78;264;2620;474
09:00;70;111;262;2560;470
10:00;64;122;188;1760;351
11:00;57;104;106;1320;220
12:00;53;85;112;1300;224
13:00;58;71;99;1180;209
14:00;57;63;113;1320;229
15:00;59;79;114;1550;232
16:00;64;81;168;2350;321
17:00;72;94;178;2480;343
18:00;62;108;195;2630;359
19:00;74;115;182;2480;353
20:00;66;137;179;2570;339
21:00;57;141;154;2290;292
22:00;47;127;80;1620;169
23:00;49;74;133;1530;252
