CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;109;75;40;82;770;234
01:00;95;75;43;65;730;193
02:00;76;64;36;31;320;121
03:00;73;61;33;28;330;114
04:00;76;59;33;34;280;127
05:00;80;50;33;48;290;148
06:00;100;65;36;90;480;233
07:00;103;56;37;108;680;263
08:00;121;71;37;119;790;299
09:00;139;98;35;121;870;322
10:00;131;95;33;92;850;270
11:00;136;113;37;82;1040;261
12:00;134;103;33;76;770;249
13:00;115;87;24;51;580;192
14:00;121;60;17;58;520;209
15:00;155;59;16;85;620;283
16:00;122;64;17;59;560;212
17:00;149;52;12;104;710;306
18:00;123;40;12;72;550;231
19:00;137;39;11;97;720;284
20:00;129;47;16;83;650;254
21:00;139;61;22;106;950;301
22:00;138;70;27;118;970;316
23:00;123;83;36;97;800;269
