CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;47;215;101;200
01:00;31;127;19;60
02:00;26;125;10;41
03:00;35;125;14;56
04:00;39;143;14;59
05:00;37;175;11;53
06:00;38;201;17;64
07:00;39;204;27;80
08:00;38;203;34;91
09:00;38;186;42;102
10:00;42;190;76;158
11:00;39;207;62;133
12:00;49;208;78;167
13:00;63;227;110;230
14:00;75;250;117;254
15:00;70;255;86;201
16:00;62;264;79;181
17:00;61;255;96;206
18:00;66;237;184;346
19:00;70;242;168;326
20:00;66;250;166;320
21:00;60;248;143;277
22:00;57;253;137;266
23:00;54;244;141;269
