CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;69;123;970;256
01:00;54;54;580;137
02:00;40;75;640;155
03:00;37;54;420;120
04:00;35;46;350;106
05:00;36;44;450;103
06:00;51;115;790;227
07:00;65;200;1040;370
08:00;77;234;1180;436
09:00;84;259;1210;480
10:00;83;256;1220;474
11:00;81;190;990;371
12:00;95;193;1120;390
13:00;86;181;1050;363
14:00;89;170;1050;347
15:00;104;163;1190;352
16:00;94;139;1140;305
17:00;87;109;990;254
18:00;97;143;1260;315
19:00;104;163;1320;352
20:00;94;148;1290;321
21:00;92;141;1260;307
22:00;95;173;1630;358
23:00;88;191;1390;380
