CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;27;19;470;55
01:00;34;14;590;54
02:00;27;9;500;40
03:00;23;10;440;38
04:00;20;10;390;35
05:00;22;15;370;44
06:00;29;25;460;67
07:00;41;50;700;118
08:00;42;69;670;147
09:00;43;63;660;140
10:00;44;62;650;139
11:00;44;60;650;136
12:00;40;55;640;123
13:00;49;71;760;157
14:00;47;57;690;133
15:00;49;72;750;159
16:00;52;76;820;167
17:00;54;76;830;168
18:00;53;73;860;164
19:00;58;74;1010;171
20:00;52;67;830;154
21:00;41;47;700;112
22:00;38;36;660;93
23:00;31;28;580;72
