CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;54;54;36;65;640;153
01:00;38;52;35;40;480;100
02:00;39;83;56;30;460;85
03:00;36;89;60;29;390;82
04:00;35;89;61;27;390;77
05:00;41;65;43;45;320;110
06:00;52;58;39;90;390;191
07:00;63;51;34;138;850;275
08:00;66;52;33;151;760;298
09:00;66;54;34;131;590;266
10:00;58;60;37;102;470;215
11:00;60;54;33;103;450;218
12:00;61;54;33;91;400;201
13:00;50;34;21;63;280;147
14:00;51;24;15;58;290;140
15:00;52;27;16;62;280;148
16:00;68;22;14;100;520;222
17:00;69;23;13;110;550;238
18:00;98;44;22;202;1000;409
19:00;110;61;30;287;1610;551
20:00;88;48;27;166;910;344
21:00;82;48;27;155;900;320
22:00;66;20;12;82;470;191
23:00;64;41;26;78;600;183
