CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;39;215;51;1430;117
01:00;34;104;65;1710;134
02:00;33;94;49;1530;108
03:00;34;75;51;1550;112
04:00;34;84;71;1640;143
05:00;36;56;104;1720;195
06:00;44;66;189;2340;331
07:00;50;70;222;2900;389
08:00;55;74;259;2920;451
09:00;54;94;211;2690;377
10:00;72;133;264;2950;476
11:00;76;138;255;3020;466
12:00;100;159;370;3660;666
13:00;98;197;371;3480;665
14:00;76;;250;2910;459
15:00;69;;301;4030;529
16:00;88;;393;4680;688
17:00;89;;355;3970;632
18:00;93;;380;4690;674
19:00;92;;411;4760;720
20:00;78;;316;4130;563
21:00;74;;302;4000;535
22:00;67;;251;3400;450
23:00;44;323;86;1860;174
