CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;36;26;640;77
01:00;35;23;590;70
02:00;71;61;1170;164
03:00;50;28;890;93
04:00;49;40;730;109
05:00;49;63;940;145
06:00;52;119;1040;233
07:00;60;116;1050;237
08:00;65;109;1200;231
09:00;87;128;1370;281
10:00;76;56;880;161
11:00;98;64;990;195
12:00;93;54;930;176
13:00;83;38;820;142
14:00;85;39;760;145
15:00;66;33;710;116
16:00;61;27;680;103
17:00;59;26;620;99
18:00;60;26;670;100
19:00;64;29;750;108
20:00;45;32;660;93
21:00;43;29;630;87
22:00;53;44;680;120
23:00;48;43;740;115
