CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;61.9419;33.256;31.5358;57.1341;878.45;721.757;149.653
01:00;29.7689;30.1084;29.0334;13.8136;475.122;684.948;50.9554
02:00;29.0633;28.6844;22.4072;11.5867;361.806;609.869;46.8
03:00;22.1557;33.3229;24.2295;8.79274;332.519;558.528;35.6
04:00;17.2101;30.1373;22.8525;6.06423;329.876;520.653;26.5
05:00;41.6572;34.9509;24.05;19.1726;388.355;492.857;71
06:00;66.4677;43.4482;31.0321;68.7932;606.583;468.244;171.6
07:00;85.5042;44.9487;32.3868;148.701;921.81;501.478;312.7
08:00;92.7353;46.9862;31.5064;150.681;957.88;544.966;323.793
09:00;86.094;45.2607;29.9846;136.998;872.68;596.439;296.44
10:00;77.0796;50.3973;33.8044;88.5509;692.796;637.812;213.016
11:00;81.1351;49.1176;33.498;103.372;667.709;679.711;239.744
12:00;86.6477;48.7471;32.8664;69.4298;686.152;724.246;193.22
13:00;90.8765;39.4207;29.9354;65.2056;695.514;762.64;190.927
14:00;83.9116;37.7176;27.5403;49.0705;638.429;766.621;159.182
15:00;97.9945;36.3416;27.2824;54.2778;692.346;737.938;181.336
16:00;105.486;38.3522;30.0113;54.4267;765.391;713.877;188.898
17:00;99.1896;40.7702;30.6174;53.0401;769.595;700.992;180.535
18:00;102.623;39.6149;31.3197;54.6273;737.93;706.633;186.377
19:00;87.3401;39.6129;30.299;50.96;752.36;717.215;165.48
20:00;83.0014;43.8589;33.1315;48.3562;708.857;720.053;157.307
21:00;67.649;40.2349;33.0963;40.6685;655.529;715.055;129.98
22:00;48.6168;32.9438;29.7905;27.6786;557.908;704.989;91.0795
23:00;54.5375;31.8402;30.1969;43.803;713.429;707.625;121.739
