CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;75;87;117;253
01:00;58;69;65;156
02:00;24;20;14;45
03:00;21;20;14;42
04:00;16;18;10;32
05:00;27;18;23;62
06:00;48;13;91;186
07:00;61;44;177;332
08:00;74;62;230;426
09:00;77;78;198;378
10:00;74;74;206;388
11:00;67;70;143;285
12:00;69;45;146;292
13:00;62;50;150;291
14:00;66;60;122;250
15:00;68;56;153;302
16:00;69;51;193;364
17:00;69;66;190;360
18:00;77;67;110;245
19:00;66;58;80;189
20:00;86;76;112;256
21:00;89;74;127;282
22:00;99;72;212;423
23:00;102;91;220;438
